"Id","SalePrice"
1461,118167.493806755
1462,176377.786267379
1463,188038.107724665
1464,198197.034838545
1465,188101.969953717
1466,173298.301636695
1467,184689.318192076
1468,166272.846036291
1469,194455.540183622
1470,128662.251934231
1471,191506.511608435
1472,101618.437731644
1473,101227.177966039
1474,140849.440753206
1475,109440.361228215
1476,361619.830405788
1477,257058.258792345
1478,282953.078568693
1479,281220.781659747
1480,471728.990723171
1481,330631.52797527
1482,206630.159681807
1483,178822.34740234
1484,162772.56304181
1485,180575.970110298
1486,196324.827409545
1487,320459.573419362
1488,239510.768339351
1489,197597.899741785
1490,245481.123209555
1491,194750.56159968
1492,84907.1975239831
1493,195843.217411506
1494,280037.202118959
1495,276494.743198949
1496,247458.956290455
1497,180588.74375945
1498,165554.808126543
1499,165274.072231109
1500,160253.789355917
1501,190727.420309255
1502,147842.128874936
1503,285972.39430036
1504,234918.029292868
1505,225307.450908302
1506,189868.950767342
1507,259858.116956953
1508,211084.612932766
1509,163035.43564576
1510,143657.056186137
1511,149212.179025976
1512,175483.946562412
1513,150201.56699802
1514,154794.791076452
1515,206111.40827081
1516,158063.380291188
1517,170826.669766422
1518,122319.637950929
1519,227891.005507531
1520,125711.410773511
1521,129007.865830358
1522,175782.673922589
1523,116692.719773585
1524,125420.626364136
1525,125169.991360591
1526,107830.001252035
1527,112247.233191449
1528,139875.355811626
1529,149595.556916169
1530,192335.962961728
1531,119624.7711677
1532,94629.1890922805
1533,151532.162937032
1534,120731.89315399
1535,149514.326154166
1536,108489.325242871
1537,52025.4824582836
1538,167676.865854732
1539,202538.037309187
1540,98567.2002022934
1541,141928.20471873
1542,138321.713418671
1543,193957.54186655
1544,85184.0870592275
1545,119022.679151552
1546,131778.755279761
1547,124326.466315469
1548,137211.619891789
1549,117367.692959639
1550,136455.767802232
1551,107473.388357841
1552,149095.421194037
1553,137195.992529617
1554,117855.190004781
1555,154565.14443436
1556,87360.4067865025
1557,90696.2636691468
1558,103068.334095374
1559,80357.8741898736
1560,121568.684854936
1561,135473.175499314
1562,123675.10687841
1563,123254.881404851
1564,158511.997777213
1565,146237.188416834
1566,249207.509682346
1567,77283.8801822233
1568,236041.023320902
1569,139701.240468401
1570,131664.029426096
1571,106256.200351463
1572,139380.694809719
1573,252283.869730634
1574,127321.473191062
1575,229201.320904258
1576,251990.193393373
1577,181730.033490903
1578,155791.839436767
1579,145099.883094024
1580,194843.527405719
1581,157612.503055012
1582,127958.669264754
1583,311551.547124365
1584,218388.472784516
1585,140101.524597058
1586,64982.0196246389
1587,100010.764486794
1588,153893.256555274
1589,102383.080710668
1590,129100.442882337
1591,93881.7046656343
1592,115139.150689164
1593,127711.30355672
1594,151539.523627934
1595,103555.438014606
1596,219211.915557908
1597,192965.101948674
1598,217134.047776336
1599,171751.303602364
1600,159834.480843973
1601,72635.3294324748
1602,117252.789392656
1603,83848.5448133025
1604,271032.681813292
1605,239374.040322796
1606,162770.031230244
1607,172514.696444407
1608,204318.92114851
1609,182265.944686483
1610,157182.333341517
1611,131034.840794663
1612,179270.983832236
1613,167887.484368315
1614,128230.556751807
1615,94261.663062689
1616,83656.8832594469
1617,97878.378091568
1618,120446.36516303
1619,148241.240705588
1620,188580.55994711
1621,139380.13698256
1622,145950.742600356
1623,269781.986156371
1624,212953.652614691
1625,119842.322380575
1626,162170.755012492
1627,195471.671972548
1628,290128.492717204
1629,179262.770549717
1630,371281.801385446
1631,218143.742668672
1632,242395.758397895
1633,167040.662722296
1634,188804.21436521
1635,167345.712367337
1636,152261.298843647
1637,202266.193615417
1638,180391.288237577
1639,188833.348081948
1640,254530.064101533
1641,183682.371094729
1642,235350.467633358
1643,214857.707848294
1644,231226.087970769
1645,208620.731418217
1646,157236.434299859
1647,157942.202660993
1648,131872.688727139
1649,133743.209946735
1650,118840.929360955
1651,123058.150378819
1652,100888.522367
1653,109543.08453369
1654,144123.559719484
1655,137133.949117815
1656,137826.583698508
1657,143664.643849076
1658,141230.407454168
1659,127399.697661495
1660,156431.269465333
1661,432211.515926571
1662,380355.681184875
1663,369812.273233257
1664,482525.142672033
1665,299053.078219296
1666,331434.243200461
1667,363309.379483812
1668,333762.94280637
1669,296305.887071742
1670,337679.190569847
1671,269261.942350973
1672,425126.635160291
1673,294688.078451521
1674,245156.857991925
1675,193701.442068738
1676,202390.508757379
1677,217442.118075594
1678,477637.012979749
1679,389440.478798135
1680,331903.670312713
1681,242416.675793639
1682,319648.175612792
1683,185928.010869388
1684,168462.309510314
1685,166864.710990724
1686,170213.245193897
1687,161292.488656013
1688,191665.280981507
1689,190181.66643214
1690,189169.023146121
1691,176163.92077548
1692,275139.728382764
1693,162277.801601672
1694,180116.613882262
1695,164857.019784671
1696,272997.932711298
1697,170949.962750391
1698,339123.153101777
1699,300395.694572868
1700,260552.575884362
1701,267201.003129559
1702,250017.294422497
1703,243853.844984875
1704,294327.149420451
1705,237393.141870317
1706,427330.077873026
1707,221908.093468676
1708,205516.825505481
1709,260623.368766531
1710,222273.868774875
1711,268420.622881364
1712,267517.056559781
1713,283057.386264901
1714,219796.212479355
1715,206982.172355136
1716,179595.508802267
1717,168033.203088243
1718,137362.480218404
1719,215981.198322115
1720,238634.840772189
1721,159949.691780055
1722,124030.673942604
1723,158955.113397099
1724,211673.02666266
1725,233760.550083527
1726,183855.113187182
1727,152619.690144923
1728,176522.065512756
1729,166757.933574734
1730,152908.991155244
1731,128892.104875973
1732,132421.443101297
1733,116737.350048888
1734,118457.815400621
1735,122560.074370678
1736,113521.242562408
1737,295637.069055499
1738,236222.342499027
1739,273375.263975594
1740,233023.056665886
1741,196228.282933755
1742,178574.986875729
1743,178877.729119343
1744,292596.82160766
1745,219432.091194545
1746,196612.463414625
1747,216872.885911371
1748,233704.031923572
1749,142850.057057801
1750,127248.188078338
1751,232422.542401362
1752,124972.271018095
1753,155597.996183103
1754,204412.917386483
1755,165933.647609001
1756,141146.404760308
1757,121967.589429985
1758,140521.594963412
1759,158031.703981659
1760,157266.857849001
1761,146648.72150119
1762,186571.362686272
1763,170836.864465771
1764,113703.426672969
1765,178240.922741752
1766,186551.556324449
1767,232273.493193019
1768,141950.221813357
1769,173998.955600315
1770,152099.274479021
1771,127745.237000854
1772,129813.521408323
1773,119799.841884222
1774,141670.175098154
1775,143052.443091313
1776,125987.242231894
1777,111188.884306725
1778,139014.584714422
1779,110594.667335241
1780,173147.574615143
1781,130020.96382899
1782,91960.0903307035
1783,146137.926711921
1784,107696.837386322
1785,127875.582790539
1786,199191.91703359
1787,165888.917432443
1788,63768.5459406382
1789,99751.4355235862
1790,76722.4213941591
1791,194526.743197973
1792,161084.140958781
1793,125818.376333096
1794,153829.142677608
1795,130186.492440905
1796,122657.628315985
1797,126833.390681879
1798,131242.478330694
1799,117407.428041198
1800,126740.253508065
1801,137556.751821294
1802,129959.259803448
1803,155661.147325207
1804,137728.014821046
1805,133218.074743709
1806,123443.251003928
1807,131318.108484557
1808,119174.144344807
1809,122260.646420257
1810,137209.166254369
1811,90975.3095248855
1812,98943.6906984935
1813,124676.773191154
1814,94839.6908771741
1815,59510.1165484631
1816,107780.016442175
1817,101553.02907562
1818,160535.522609581
1819,124798.967489145
1820,60700.3721074399
1821,107348.300165081
1822,157112.903219212
1823,39549.306739876
1824,134049.250831415
1825,131537.818346466
1826,104356.918563319
1827,100487.881912532
1828,135916.848547486
1829,122961.519043494
1830,150627.934798741
1831,146220.324353099
1832,89260.7791433089
1833,140042.359665526
1834,114420.657922727
1835,118312.60753637
1836,130047.669873191
1837,76995.7134038151
1838,121659.192134195
1839,113647.575351337
1840,167115.048792701
1841,146537.003355607
1842,97652.2527529191
1843,128490.869486139
1844,133386.161422875
1845,131679.980673337
1846,153740.682081314
1847,163962.120934756
1848,54804.4028442202
1849,108349.425382299
1850,112908.445621531
1851,152735.826175806
1852,119519.897152505
1853,123538.409325708
1854,166951.863700146
1855,149600.250594457
1856,229852.240827215
1857,151024.666275678
1858,134377.950470852
1859,105375.400109949
1860,142671.177333132
1861,108439.140241766
1862,278946.551381228
1863,268376.007904648
1864,265733.896592699
1865,358510.244298913
1866,337601.980867979
1867,227053.44729221
1868,300291.578770357
1869,207274.141195598
1870,231397.878499049
1871,252884.569600147
1872,168850.177573096
1873,246392.130112167
1874,155699.363358177
1875,207740.11062238
1876,200323.033798842
1877,217066.729489458
1878,198420.693412834
1879,129928.521479838
1880,136609.792745779
1881,259483.206108075
1882,249690.860825772
1883,187733.104545627
1884,205991.735783238
1885,246000.518472948
1886,288865.35082152
1887,211666.6770927
1888,272581.883075553
1889,171095.068250384
1890,120638.056331124
1891,134051.442830444
1892,94720.5813544284
1893,137214.623070853
1894,127066.527689813
1895,127215.419637965
1896,130787.069651772
1897,112611.449809111
1898,114064.148009526
1899,174759.868085268
1900,160279.066657746
1901,171871.889218256
1902,152791.816643682
1903,207476.03853655
1904,144313.10059042
1905,193737.174188524
1906,164507.476565833
1907,213495.593264132
1908,110102.085245743
1909,130858.906081924
1910,122446.078106968
1911,226538.825122037
1912,316241.226408537
1913,149441.869140793
1914,72161.7553178962
1915,308180.04444258
1916,64944.4095141138
1917,244371.188430741
1918,132785.908680995
1919,168270.336917535
1920,163346.949106698
1921,379834.95470016
1922,315132.845385994
1923,235069.832916903
1924,232129.832745094
1925,201603.841464039
1926,376694.248007047
1927,123840.722238532
1928,153060.46080678
1929,127461.011180057
1930,133833.867930195
1931,130431.494877799
1932,138184.285162526
1933,191063.70491858
1934,187591.850387418
1935,170838.403446335
1936,201010.499350968
1937,181256.303011407
1938,171604.456267801
1939,245917.589333532
1940,185581.448201878
1941,172432.264277729
1942,182292.447794933
1943,213782.318916501
1944,339254.600374567
1945,385851.154944576
1946,158741.683275914
1947,305297.772380992
1948,192849.855087869
1949,242025.479741645
1950,185924.108865798
1951,248466.583903476
1952,207868.585575631
1953,174850.787611232
1954,188004.298511381
1955,139255.103221947
1956,301231.79451993
1957,161007.327172139
1958,309671.296767863
1959,136842.519593236
1960,108421.613559411
1961,121392.105604144
